quasisymmetry,errors_lgbm
2.1469068650210423,0.016724456112956698
0.9311720997600513,0.17333396621140318
0.7805851349617602,0.10723553933000418
1.7918308731342767,0.4500245532330047
1.5271219045509588,0.027193078908468893
1.5740452402429992,0.1276353808119861
-0.37696427992010917,0.6839105588381427
0.5242900390224956,0.2403717072557302
2.146766189133635,0.254196040454961
0.5264114536285948,0.1980597336726878
-0.4094176014338359,0.794738558230744
2.00405736482604,0.0735416357629366
1.1134011409547242,0.405676551367113
1.4366447664637598,0.23120828559178808
1.7712728236042048,0.009460190497994958
2.2837270252517925,0.20339941633491287
1.4960737986727164,0.31787096815156324
1.1039089158175488,0.06462933133678517
1.8768049805380405,0.050552919927284945
0.8927619448932771,0.46169707519748404
1.7664997978147645,0.1346272645955522
0.4118596154670334,0.0807506525068945
2.2166749644732455,0.06070728953162918
2.1826535353736642,0.9018172182272322
1.1115172753916442,0.051849124135685765
1.3795698319547118,0.1500846048797726
-1.4165099295342687,2.1672910504967713
1.125346967691644,0.19387828818744812
0.2013563811020839,0.6024438343903681
1.2292676412876247,0.020208704010954204
2.277091484596969,1.9715286558764773
-1.1360306515425673,0.4659789782890045
-1.1075460899558645,1.4110756138258953
1.8147801869392377,0.3080672989704729
0.9797325319338946,0.37434109992434206
1.9366901369216358,0.4051247367422499
0.30764364731245525,0.1961559919003254
0.3143000509583745,0.30253306815938835
2.2924879540430854,0.02779416296082715
2.056755233120602,0.5319188251964584
2.0279964221414155,0.6131916338067722
1.8758758903627162,0.16115708951748697
1.4717462783585513,0.12829764796999443
1.5485642304540523,0.05201901102307693
1.8938434477374655,0.02576186856665519
1.1828150331290836,0.16621077076662893
0.6354015585117679,0.44245381706006315
2.2095793794468945,0.07055655893872759
-0.36269721041277797,0.6690324422527456
-3.354832133912993,4.4203249278760115
2.071325391001406,0.1675135793753646
1.2245334231699956,0.07401874071739045
1.6408965749594904,0.09266902775336616
1.4984575481915454,0.17066648913255977
2.1173402358832365,0.22245713665660927
2.088457119710869,1.0448912840571087
2.004838729090445,1.262258719143397
1.9965558789898232,0.24043869391812933
0.5448555589424707,0.1329018141752698
1.8398332196452647,1.162110009831455
0.31345965100015005,0.44777919961897916
1.661374219621123,0.27154870871900827
1.981767676967707,0.12790367925339097
0.7599383242722437,0.01635689954683861
0.7697489026364811,0.11907094757374637
1.837466600530978,0.34167655620672766
1.6911755483522768,0.9396009039607908
1.5659484015825715,0.14018746620763212
-0.7312257736456202,1.6455778487412887
0.6357127452334443,0.0401081142452574
0.991133569005248,0.2662632666025394
1.163721571562873,0.5343458983821965
0.6575093054066181,0.2161822411860766
2.069277693503683,0.22051594938357333
1.0648363557846459,0.05747760813661573
-0.74495010451802,1.7832233139508007
1.9575328363310713,0.06197999713368918
2.141335035928285,0.21969095309354247
-1.3318730572486621,0.7977589950823649
0.5143989201653687,0.19941464917880514
1.036961046817922,0.29835855800493927
1.778283543199393,0.3069703762002314
1.6585177150640764,0.37546935490769373
2.0884643752522036,0.041219266428838885
2.274325846812854,0.45596313079042483
1.9985529855875404,0.031443553253854395
1.0029590736801113,0.22578319903284028
0.32276942039682954,0.034999259293160445
0.692488401231737,0.5975885758996041
1.6194482355285467,0.427096416810514
1.737840613094125,0.059590287942999476
1.9904249063247357,0.047778567172543696
-1.5163098548972902,1.8002015192741094
1.0535735940486208,0.2662161665994487
1.393861796946574,0.2983757605507247
0.6151252336626205,0.05704692326885363
2.142046082917704,0.6897206111820628
0.42493787533257904,0.34195968394510173
1.7677403982568365,0.17512879332394937
-1.4468886551579516,0.9663925366050439
0.19339325113731476,0.6133159917651146
0.43605730110799973,0.27005200915225364
0.9941568102517373,0.29192737072344965
2.102458388471267,0.812776607017774
2.269847335468634,0.11783832804100092
2.131094571331932,0.4954010121408987
1.2522734972579557,0.35563857361784645
0.6138501681790572,0.016664097672512534
2.0605448203208483,0.2547330491900648
1.9984220741602292,0.6906833449235739
1.7312465097747443,0.04245055482165361
0.04199614144221357,0.08382473319167222
2.2644666213811453,0.10706291352408126
-0.314294407560931,1.1057406470656648
0.24940918062721953,0.7694763795248046
1.6865567234063554,0.1748253821836483
-1.3852407557849404,1.4400382502495128
2.089484107219542,1.4670643046074723
1.2359715934922806,0.12419160993453104
1.1966608186186214,0.7298609037432413
1.3536232910489434,0.01128208236941064
0.17760277905799432,0.49160757050950904
-0.4572931808552188,0.5609309511479759
1.3616369458949982,0.27130269352142244
2.102512371081037,0.0707639004673104
2.1462507926158945,1.066503961219424
1.8384205133132305,0.5207708114642051
1.9249371318933284,0.4250250118543073
0.9136144933884617,0.043205397795039735
1.6670895595505073,0.0022697664311497334
0.9333394026425782,0.09761610486862715
1.9086076247311416,0.09600922944444856
1.0645528519233691,0.22368814661889025
1.4599106949949991,0.5678021937028002
0.9780197939287496,0.483837959306445
-0.6281352849347537,1.1291198230947588
0.08219069988035484,0.41610231439603296
1.5924119161200587,0.00420264933921799
1.9635944236849612,0.10400096839009199
2.0250655059882834,0.12149381289927197
1.4527339970986777,0.23459922852411985
0.705177207618103,0.11312757867178325
1.9256064301732045,0.27601530657559703
0.9738130291087334,0.23547593918766208
1.3979167138047162,0.25298202594234276
1.3307373901783468,0.08535832795925002
1.7132768392672661,0.03352544264625412
2.2486242974589623,0.45512375056372
2.148545868750105,0.5412551096769163
1.2328319267048544,0.3130873302022137
2.2677075392824433,0.03751172956854765
1.7981496674491484,0.2706159292036112
1.5799520053290184,0.3876159568036308
1.8180913581926166,1.3614746903818655
-0.2181724456756064,0.269881445066162
1.127852669005409,0.06576818603992707
-1.2342630602111622,1.3282566091035288
2.0113932753559767,0.1512749167551346
0.8569089460584599,0.030968702902976264
2.2288569600251975,0.38419315324038816
1.8899331167167217,0.5247314835787513
